Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
6301495,Ruby Tuesday,85,Faridabad,"Address 1494, Faridabad","Locality 44, Faridabad","Locality 44, Faridabad, India",85.139559,25.895199,"Rajasthani, North Indian, Mughlai",2941,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Orange,Good,86,India
6301496,Bukhara,147,Gurgaon,"Address 1495, Gurgaon","Locality 45, Gurgaon","Locality 45, Gurgaon, India",64.003127,31.573783,"Thai, Fast Food, South Indian",2989,Indian Rupees(Rs.),No,No,No,No,1,4.7,Dark Green,Excellent,843,India
6301497,Moti Mahal,112,New Delhi,"Address 1496, New Delhi","Locality 46, New Delhi","Locality 46, New Delhi, India",77.074487,28.690794,"Mughlai, Chinese",1072,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,146,India
6301498,Bengali Sweet House,125,Ghaziabad,"Address 1497, Ghaziabad","Locality 47, Ghaziabad","Locality 47, Ghaziabad, India",75.990804,34.751124,"Punjabi, Chinese, South Indian",1720,Indian Rupees(Rs.),No,No,No,No,3,2.9,Red,Average,978,India
6301499,Moti Mahal,147,Ghaziabad,"Address 1498, Ghaziabad","Locality 48, Ghaziabad","Locality 48, Ghaziabad, India",75.065363,19.539508,"Japanese, Rajasthani, French",2525,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Red,Average,671,India
6301500,Karim's,36,Gurgaon,"Address 1499, Gurgaon","Locality 49, Gurgaon","Locality 49, Gurgaon, India",65.104051,14.05504,"Rajasthani, Japanese, Gujarati",2132,Indian Rupees(Rs.),No,No,No,No,1,2.5,Red,Average,980,India
6301501,Amul,29,Faridabad,"Address 1500, Faridabad","Locality 0, Faridabad","Locality 0, Faridabad, India",70.841979,32.562993,South Indian,316,Indian Rupees(Rs.),No,No,No,No,2,3.4,Red,Average,318,India
6301502,Varq,188,Noida,"Address 1501, Noida","Locality 1, Noida","Locality 1, Noida, India",60.31066,32.849905,"French, Chinese, Thai",985,Indian Rupees(Rs.),No,Yes,No,No,2,2.4,White,Poor,535,India
6301503,Wenger's,82,New Delhi,"Address 1502, New Delhi","Locality 2, New Delhi","Locality 2, New Delhi, India",77.146616,28.309549,Mughlai,2032,Indian Rupees(Rs.),Yes,No,No,No,3,1.9,White,Poor,360,India
6301504,Bukhara,2,New Delhi,"Address 1503, New Delhi","Locality 3, New Delhi","Locality 3, New Delhi, India",77.555098,29.050163,Japanese,1345,Indian Rupees(Rs.),No,No,Yes,Yes,2,3.4,Red,Average,181,India
6301505,Subway,129,Ghaziabad,"Address 1504, Ghaziabad","Locality 4, Ghaziabad","Locality 4, Ghaziabad, India",85.106356,16.158387,"Street Food, Beverages, Continental",2388,Indian Rupees(Rs.),Yes,No,No,No,4,2.6,Red,Average,574,India
6301506,Moti Mahal,47,New Delhi,"Address 1505, New Delhi","Locality 5, New Delhi","Locality 5, New Delhi, India",77.706176,28.990204,"Rajasthani, Chinese",1648,Indian Rupees(Rs.),No,Yes,No,No,4,1.1,White,Poor,74,India
6301507,Mainland China,197,Faridabad,"Address 1506, Faridabad","Locality 6, Faridabad","Locality 6, Faridabad, India",62.793017,12.092441,Beverages,1788,Indian Rupees(Rs.),No,Yes,No,No,2,1.1,White,Poor,529,India
6301508,Costa Coffee,148,Faridabad,"Address 1507, Faridabad","Locality 7, Faridabad","Locality 7, Faridabad, India",77.706624,10.24813,Continental,2327,Indian Rupees(Rs.),No,No,No,No,2,2.1,White,Poor,894,India
6301509,Burger King,11,Ghaziabad,"Address 1508, Ghaziabad","Locality 8, Ghaziabad","Locality 8, Ghaziabad, India",86.928056,31.654197,Gujarati,1642,Indian Rupees(Rs.),No,No,Yes,No,1,3.0,Red,Average,809,India
6301510,Nirula's,130,Noida,"Address 1509, Noida","Locality 9, Noida","Locality 9, Noida, India",66.822902,23.734694,"North Indian, Bengali, Desserts",2700,Indian Rupees(Rs.),No,Yes,No,No,4,2.4,White,Poor,255,India
6301511,Natural Ice Cream,195,New Delhi,"Address 1510, New Delhi","Locality 10, New Delhi","Locality 10, New Delhi, India",76.83725,28.186616,"Beverages, Thai, Bengali",597,Indian Rupees(Rs.),Yes,No,No,No,1,1.1,White,Poor,365,India
6301512,Spice Route,215,Ghaziabad,"Address 1511, Ghaziabad","Locality 11, Ghaziabad","Locality 11, Ghaziabad, India",66.232268,13.799983,"North Indian, French",2073,Indian Rupees(Rs.),No,No,No,No,2,1.9,White,Poor,264,India
6301513,Nirula's,119,Faridabad,"Address 1512, Faridabad","Locality 12, Faridabad","Locality 12, Faridabad, India",74.643378,31.281907,"French, Street Food, Mexican",500,Indian Rupees(Rs.),No,No,Yes,No,4,1.4,White,Poor,927,India
6301514,Mainland China,140,Ghaziabad,"Address 1513, Ghaziabad","Locality 13, Ghaziabad","Locality 13, Ghaziabad, India",74.965615,16.300351,"Mughlai, Mediterranean",1866,Indian Rupees(Rs.),No,No,No,No,3,4.8,Dark Green,Excellent,817,India
6301515,United Coffee House,20,Noida,"Address 1514, Noida","Locality 14, Noida","Locality 14, Noida, India",62.3861,26.386997,"Punjabi, Japanese",2361,Indian Rupees(Rs.),No,Yes,No,No,3,2.3,White,Poor,880,India
6301516,KFC,5,Noida,"Address 1515, Noida","Locality 15, Noida","Locality 15, Noida, India",75.153821,12.566177,"Punjabi, Mughlai, Mediterranean",1414,Indian Rupees(Rs.),No,No,No,No,2,1.1,White,Poor,185,India
6301517,Wenger's,37,Faridabad,"Address 1516, Faridabad","Locality 16, Faridabad","Locality 16, Faridabad, India",67.142021,10.120315,Mexican,2075,Indian Rupees(Rs.),No,No,No,No,1,3.6,Orange,Good,432,India
6301518,Ruby Tuesday,166,New Delhi,"Address 1517, New Delhi","Locality 17, New Delhi","Locality 17, New Delhi, India",76.911142,28.122368,"Mughlai, Street Food",2472,Indian Rupees(Rs.),Yes,Yes,No,No,3,1.9,White,Poor,693,India
6301519,Gulati,137,Gurgaon,"Address 1518, Gurgaon","Locality 18, Gurgaon","Locality 18, Gurgaon, India",60.891995,11.533838,Chinese,872,Indian Rupees(Rs.),No,No,Yes,No,3,3.3,Red,Average,958,India
6301520,Dilli Haat,53,Faridabad,"Address 1519, Faridabad","Locality 19, Faridabad","Locality 19, Faridabad, India",62.850637,33.809045,"Mediterranean, Continental, Beverages",2640,Indian Rupees(Rs.),No,Yes,No,No,4,1.6,White,Poor,488,India
6301521,United Coffee House,172,Ghaziabad,"Address 1520, Ghaziabad","Locality 20, Ghaziabad","Locality 20, Ghaziabad, India",65.782128,12.204367,Thai,2306,Indian Rupees(Rs.),No,Yes,No,Yes,1,4.9,Dark Green,Excellent,730,India
6301522,TGI Friday's,99,New Delhi,"Address 1521, New Delhi","Locality 21, New Delhi","Locality 21, New Delhi, India",77.068682,28.697381,Thai,965,Indian Rupees(Rs.),No,No,No,No,1,4.9,Dark Green,Excellent,106,India
6301523,Starbucks,86,Ghaziabad,"Address 1522, Ghaziabad","Locality 22, Ghaziabad","Locality 22, Ghaziabad, India",75.961239,23.680877,"American, Mughlai",2829,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Orange,Good,434,India
6301524,Cafe Coffee Day,108,New Delhi,"Address 1523, New Delhi","Locality 23, New Delhi","Locality 23, New Delhi, India",77.525005,28.305975,"Mediterranean, Gujarati, Thai",932,Indian Rupees(Rs.),Yes,No,Yes,Yes,2,3.8,Orange,Good,567,India
6301525,Pizza Hut,24,Gurgaon,"Address 1524, Gurgaon","Locality 24, Gurgaon","Locality 24, Gurgaon, India",79.247713,32.962892,"Mexican, Thai",978,Indian Rupees(Rs.),Yes,No,Yes,No,3,2.7,Red,Average,137,India
6301526,Pizza Hut,81,Faridabad,"Address 1525, Faridabad","Locality 25, Faridabad","Locality 25, Faridabad, India",65.843477,20.512623,Mexican,2913,Indian Rupees(Rs.),No,No,Yes,No,1,4.8,Dark Green,Excellent,288,India
6301527,Dilli Haat,202,Gurgaon,"Address 1526, Gurgaon","Locality 26, Gurgaon","Locality 26, Gurgaon, India",60.315621,10.440877,"Mughlai, Street Food",1965,Indian Rupees(Rs.),Yes,Yes,Yes,Yes,4,2.7,Red,Average,343,India
6301528,Barista,158,Ghaziabad,"Address 1527, Ghaziabad","Locality 27, Ghaziabad","Locality 27, Ghaziabad, India",60.540491,23.216155,"French, Japanese",2341,Indian Rupees(Rs.),No,Yes,No,No,1,2.0,White,Poor,352,India
6301529,Starbucks,120,Noida,"Address 1528, Noida","Locality 28, Noida","Locality 28, Noida, India",71.581674,16.762566,"Mediterranean, Fast Food",1694,Indian Rupees(Rs.),No,Yes,Yes,No,4,1.5,White,Poor,569,India
6301530,Subway,59,Noida,"Address 1529, Noida","Locality 29, Noida","Locality 29, Noida, India",62.746243,26.648269,"Fast Food, American",2703,Indian Rupees(Rs.),No,No,No,Yes,4,1.8,White,Poor,612,India
6301531,Oh! Calcutta,215,Noida,"Address 1530, Noida","Locality 30, Noida","Locality 30, Noida, India",86.335722,21.576736,"Bengali, Bakery",931,Indian Rupees(Rs.),No,No,No,No,4,3.3,Red,Average,5,India
6301532,Baskin Robbins,128,Faridabad,"Address 1531, Faridabad","Locality 31, Faridabad","Locality 31, Faridabad, India",75.256295,22.928939,Bakery,2348,Indian Rupees(Rs.),Yes,Yes,No,No,1,2.0,White,Poor,887,India
6301533,Cafe Coffee Day,209,Faridabad,"Address 1532, Faridabad","Locality 32, Faridabad","Locality 32, Faridabad, India",64.175568,28.80586,"Rajasthani, Italian",1160,Indian Rupees(Rs.),Yes,No,No,No,1,3.6,Orange,Good,624,India
6301534,Varq,114,Noida,"Address 1533, Noida","Locality 33, Noida","Locality 33, Noida, India",88.657675,28.332898,Thai,2492,Indian Rupees(Rs.),No,No,No,No,2,2.5,Red,Average,449,India
6301535,Ruby Tuesday,115,Noida,"Address 1534, Noida","Locality 34, Noida","Locality 34, Noida, India",67.188851,34.165187,"Fast Food, North Indian",2931,Indian Rupees(Rs.),Yes,No,Yes,No,3,4.5,Dark Green,Excellent,498,India
6301536,Bukhara,209,Faridabad,"Address 1535, Faridabad","Locality 35, Faridabad","Locality 35, Faridabad, India",65.142664,11.962302,"American, Punjabi",335,Indian Rupees(Rs.),No,Yes,Yes,Yes,1,3.2,Red,Average,946,India
6301537,Embassy Restaurant,14,Gurgaon,"Address 1536, Gurgaon","Locality 36, Gurgaon","Locality 36, Gurgaon, India",63.822984,11.257302,Gujarati,1680,Indian Rupees(Rs.),No,Yes,No,Yes,4,3.5,Orange,Good,607,India
6301538,Bengali Sweet House,9,Faridabad,"Address 1537, Faridabad","Locality 37, Faridabad","Locality 37, Faridabad, India",63.34697,22.347788,"Continental, Chinese",2820,Indian Rupees(Rs.),No,No,No,No,1,3.2,Red,Average,831,India
6301539,Gulati,40,Gurgaon,"Address 1538, Gurgaon","Locality 38, Gurgaon","Locality 38, Gurgaon, India",64.815631,29.540026,"Street Food, Bengali",991,Indian Rupees(Rs.),Yes,No,No,No,1,4.5,Dark Green,Excellent,223,India
6301540,Baskin Robbins,194,New Delhi,"Address 1539, New Delhi","Locality 39, New Delhi","Locality 39, New Delhi, India",76.860372,28.724062,"Bakery, Street Food, Japanese",343,Indian Rupees(Rs.),No,Yes,No,No,3,1.3,White,Poor,698,India
6301541,TGI Friday's,25,Ghaziabad,"Address 1540, Ghaziabad","Locality 40, Ghaziabad","Locality 40, Ghaziabad, India",71.822168,9.200857,"Bakery, South Indian, Continental",1237,Indian Rupees(Rs.),Yes,Yes,Yes,No,1,1.3,White,Poor,953,India
6301542,Amul,103,Noida,"Address 1541, Noida","Locality 41, Noida","Locality 41, Noida, India",64.221427,14.978129,"Punjabi, Fast Food",1314,Indian Rupees(Rs.),No,No,No,No,4,3.8,Orange,Good,883,India
6301543,Bengali Sweet House,201,Noida,"Address 1542, Noida","Locality 42, Noida","Locality 42, Noida, India",87.358271,32.071282,Street Food,1897,Indian Rupees(Rs.),No,Yes,No,No,3,4.1,Green,Very Good,137,India
6301544,Nathu's Sweets,22,New Delhi,"Address 1543, New Delhi","Locality 43, New Delhi","Locality 43, New Delhi, India",77.539673,28.625188,"Desserts, Italian",286,Indian Rupees(Rs.),No,No,Yes,No,2,2.7,Red,Average,737,India
6301545,Taco Bell,4,Gurgaon,"Address 1544, Gurgaon","Locality 44, Gurgaon","Locality 44, Gurgaon, India",70.526614,26.311475,"Mediterranean, Bengali, Thai",2925,Indian Rupees(Rs.),No,No,Yes,No,4,2.4,White,Poor,763,India
6301546,TGI Friday's,154,New Delhi,"Address 1545, New Delhi","Locality 45, New Delhi","Locality 45, New Delhi, India",77.061463,28.883561,"Japanese, American",2525,Indian Rupees(Rs.),No,No,No,No,4,2.1,White,Poor,867,India
6301547,United Coffee House,186,Ghaziabad,"Address 1546, Ghaziabad","Locality 46, Ghaziabad","Locality 46, Ghaziabad, India",76.789421,32.830433,"French, Punjabi, Mughlai",767,Indian Rupees(Rs.),No,No,No,No,1,1.9,White,Poor,538,India
6301548,Subway,29,Noida,"Address 1547, Noida","Locality 47, Noida","Locality 47, Noida, India",63.5063,12.352248,"North Indian, Italian, Chinese",2731,Indian Rupees(Rs.),No,No,No,Yes,2,4.6,Dark Green,Excellent,703,India
6301549,Barista,109,Noida,"Address 1548, Noida","Locality 48, Noida","Locality 48, Noida, India",69.919318,13.341808,"Beverages, Thai",226,Indian Rupees(Rs.),Yes,Yes,No,Yes,3,2.2,White,Poor,194,India
6301550,Nirula's,98,Noida,"Address 1549, Noida","Locality 49, Noida","Locality 49, Noida, India",69.767616,17.085432,"Japanese, Beverages",2723,Indian Rupees(Rs.),No,No,Yes,No,2,3.6,Orange,Good,802,India
6301551,TGI Friday's,215,Noida,"Address 1550, Noida","Locality 0, Noida","Locality 0, Noida, India",68.612295,34.225775,French,1933,Indian Rupees(Rs.),No,Yes,No,No,1,4.1,Green,Very Good,337,India
6301552,Pind Balluchi,37,Ghaziabad,"Address 1551, Ghaziabad","Locality 1, Ghaziabad","Locality 1, Ghaziabad, India",83.144159,11.842584,"North Indian, Italian, Continental",2872,Indian Rupees(Rs.),Yes,No,No,No,2,1.1,White,Poor,6,India
6301553,Pizza Hut,75,Faridabad,"Address 1552, Faridabad","Locality 2, Faridabad","Locality 2, Faridabad, India",89.495177,12.870576,"Bakery, Street Food",2479,Indian Rupees(Rs.),Yes,No,No,No,4,1.1,White,Poor,997,India
6301554,Gulati,70,New Delhi,"Address 1553, New Delhi","Locality 3, New Delhi","Locality 3, New Delhi, India",77.154372,28.541176,"South Indian, Mughlai, Fast Food",2028,Indian Rupees(Rs.),Yes,No,No,Yes,4,2.3,White,Poor,830,India
6301555,Bukhara,146,Ghaziabad,"Address 1554, Ghaziabad","Locality 4, Ghaziabad","Locality 4, Ghaziabad, India",61.149253,32.876952,"South Indian, Mughlai",747,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.8,Orange,Good,863,India
6301556,Barbeque Nation,128,Noida,"Address 1555, Noida","Locality 5, Noida","Locality 5, Noida, India",64.713651,31.691812,"Street Food, Mediterranean, Bengali",2610,Indian Rupees(Rs.),No,Yes,No,No,2,2.0,White,Poor,732,India
6301557,Hard Rock Cafe,85,New Delhi,"Address 1556, New Delhi","Locality 6, New Delhi","Locality 6, New Delhi, India",77.680197,28.935061,"Chinese, Bengali, Rajasthani",743,Indian Rupees(Rs.),No,No,Yes,No,4,1.0,White,Poor,213,India
6301558,Hard Rock Cafe,42,New Delhi,"Address 1557, New Delhi","Locality 7, New Delhi","Locality 7, New Delhi, India",77.059859,28.779908,"Mexican, Mughlai, Chinese",1537,Indian Rupees(Rs.),No,Yes,No,No,2,2.2,White,Poor,587,India
6301559,Oh! Calcutta,100,Faridabad,"Address 1558, Faridabad","Locality 8, Faridabad","Locality 8, Faridabad, India",62.570954,11.423211,"Rajasthani, Thai, Chinese",430,Indian Rupees(Rs.),No,No,No,Yes,4,1.4,White,Poor,937,India
6301560,Bukhara,41,Faridabad,"Address 1559, Faridabad","Locality 9, Faridabad","Locality 9, Faridabad, India",65.044196,30.858153,"Beverages, Rajasthani",1823,Indian Rupees(Rs.),No,No,No,No,2,1.9,White,Poor,822,India
6301561,Subway,166,Gurgaon,"Address 1560, Gurgaon","Locality 10, Gurgaon","Locality 10, Gurgaon, India",70.555164,8.927819,"American, Chinese, Mexican",1669,Indian Rupees(Rs.),Yes,Yes,Yes,No,3,2.3,White,Poor,505,India
6301562,Moti Mahal,34,Ghaziabad,"Address 1561, Ghaziabad","Locality 11, Ghaziabad","Locality 11, Ghaziabad, India",73.946273,22.820894,"Beverages, Mughlai",2324,Indian Rupees(Rs.),No,Yes,No,No,3,1.5,White,Poor,676,India
6301563,Bukhara,17,Faridabad,"Address 1562, Faridabad","Locality 12, Faridabad","Locality 12, Faridabad, India",73.49082,17.073817,Bakery,1642,Indian Rupees(Rs.),No,No,No,No,1,3.8,Orange,Good,231,India
6301564,Baskin Robbins,165,Noida,"Address 1563, Noida","Locality 13, Noida","Locality 13, Noida, India",64.265816,32.208982,Gujarati,740,Indian Rupees(Rs.),No,No,No,No,4,2.0,White,Poor,752,India
6301565,United Coffee House,153,Faridabad,"Address 1564, Faridabad","Locality 14, Faridabad","Locality 14, Faridabad, India",72.421004,34.386328,North Indian,2466,Indian Rupees(Rs.),No,No,No,Yes,3,3.6,Orange,Good,91,India
6301566,Dum Pukht,122,Noida,"Address 1565, Noida","Locality 15, Noida","Locality 15, Noida, India",66.22469,21.206387,"Italian, French",590,Indian Rupees(Rs.),No,Yes,No,No,4,3.4,Red,Average,852,India
6301567,Domino's Pizza,76,Gurgaon,"Address 1566, Gurgaon","Locality 16, Gurgaon","Locality 16, Gurgaon, India",63.694511,15.585523,"American, Punjabi, Beverages",1920,Indian Rupees(Rs.),Yes,No,No,No,3,4.6,Dark Green,Excellent,625,India
6301568,Le Cirque,87,Gurgaon,"Address 1567, Gurgaon","Locality 17, Gurgaon","Locality 17, Gurgaon, India",88.034996,29.499584,"Fast Food, Bengali, Italian",620,Indian Rupees(Rs.),No,Yes,No,Yes,1,1.4,White,Poor,340,India
6301569,Pind Balluchi,117,Gurgaon,"Address 1568, Gurgaon","Locality 18, Gurgaon","Locality 18, Gurgaon, India",85.194692,19.526997,Mediterranean,2672,Indian Rupees(Rs.),Yes,Yes,Yes,No,4,1.9,White,Poor,642,India
6301570,Saravana Bhavan,106,New Delhi,"Address 1569, New Delhi","Locality 19, New Delhi","Locality 19, New Delhi, India",76.977488,28.727886,Punjabi,722,Indian Rupees(Rs.),No,Yes,Yes,Yes,3,4.5,Dark Green,Excellent,613,India
6301571,Starbucks,86,New Delhi,"Address 1570, New Delhi","Locality 20, New Delhi","Locality 20, New Delhi, India",76.875144,28.964395,Punjabi,1635,Indian Rupees(Rs.),No,No,Yes,Yes,4,4.3,Green,Very Good,539,India
6301572,Ruby Tuesday,213,New Delhi,"Address 1571, New Delhi","Locality 21, New Delhi","Locality 21, New Delhi, India",76.725642,28.203324,"American, Japanese",2819,Indian Rupees(Rs.),Yes,Yes,Yes,Yes,1,1.8,White,Poor,530,India
6301573,McDonald's,27,Gurgaon,"Address 1572, Gurgaon","Locality 22, Gurgaon","Locality 22, Gurgaon, India",67.813114,30.251507,Mediterranean,2608,Indian Rupees(Rs.),No,No,Yes,No,1,1.4,White,Poor,717,India
6301574,Embassy Restaurant,57,Faridabad,"Address 1573, Faridabad","Locality 23, Faridabad","Locality 23, Faridabad, India",67.268734,24.34214,"Japanese, Thai",1233,Indian Rupees(Rs.),Yes,No,No,Yes,3,4.4,Green,Very Good,210,India
6301575,Barbeque Nation,31,Noida,"Address 1574, Noida","Locality 24, Noida","Locality 24, Noida, India",70.095976,34.058041,Italian,1043,Indian Rupees(Rs.),No,No,No,No,2,1.7,White,Poor,380,India
6301576,United Coffee House,134,Faridabad,"Address 1575, Faridabad","Locality 25, Faridabad","Locality 25, Faridabad, India",63.00532,19.137138,Bakery,1604,Indian Rupees(Rs.),No,No,No,No,1,4.5,Dark Green,Excellent,11,India
6301577,Wenger's,168,Faridabad,"Address 1576, Faridabad","Locality 26, Faridabad","Locality 26, Faridabad, India",62.646111,26.080141,"Thai, Bakery, South Indian",1715,Indian Rupees(Rs.),No,Yes,No,No,2,4.8,Dark Green,Excellent,974,India
6301578,Mother Dairy,98,Faridabad,"Address 1577, Faridabad","Locality 27, Faridabad","Locality 27, Faridabad, India",67.253241,8.820231,"Thai, Rajasthani",2946,Indian Rupees(Rs.),Yes,No,No,Yes,1,1.9,White,Poor,940,India
6301579,Burger King,12,Faridabad,"Address 1578, Faridabad","Locality 28, Faridabad","Locality 28, Faridabad, India",81.326211,13.317405,"Continental, Chinese, Mexican",2648,Indian Rupees(Rs.),No,Yes,No,No,3,4.4,Green,Very Good,516,India
6301580,Domino's Pizza,53,Ghaziabad,"Address 1579, Ghaziabad","Locality 29, Ghaziabad","Locality 29, Ghaziabad, India",76.603745,11.988478,"Mughlai, Continental, Mexican",2297,Indian Rupees(Rs.),No,No,Yes,No,2,2.7,Red,Average,615,India
6301581,Indian Accent,199,Gurgaon,"Address 1580, Gurgaon","Locality 30, Gurgaon","Locality 30, Gurgaon, India",77.108631,10.761877,Street Food,800,Indian Rupees(Rs.),No,Yes,No,No,4,4.2,Green,Very Good,717,India
6301582,Oh! Calcutta,138,Ghaziabad,"Address 1581, Ghaziabad","Locality 31, Ghaziabad","Locality 31, Ghaziabad, India",84.155,22.613898,"American, Desserts",1673,Indian Rupees(Rs.),Yes,Yes,No,No,1,2.6,Red,Average,595,India
6301583,Cafe Coffee Day,173,Gurgaon,"Address 1582, Gurgaon","Locality 32, Gurgaon","Locality 32, Gurgaon, India",79.672195,34.243933,Mughlai,1129,Indian Rupees(Rs.),No,Yes,No,Yes,3,1.3,White,Poor,555,India
6301584,Kwality Wall's,145,Faridabad,"Address 1583, Faridabad","Locality 33, Faridabad","Locality 33, Faridabad, India",68.814494,32.582683,"Mughlai, Continental",1957,Indian Rupees(Rs.),No,Yes,No,No,4,3.9,Orange,Good,764,India
6301585,Barbeque Nation,154,New Delhi,"Address 1584, New Delhi","Locality 34, New Delhi","Locality 34, New Delhi, India",77.559164,28.269998,Bakery,787,Indian Rupees(Rs.),Yes,No,No,No,2,1.6,White,Poor,551,India
6301586,KFC,213,Faridabad,"Address 1585, Faridabad","Locality 35, Faridabad","Locality 35, Faridabad, India",80.895099,18.712369,"Continental, Fast Food",922,Indian Rupees(Rs.),No,No,No,Yes,3,4.7,Dark Green,Excellent,827,India
6301587,Bikaner Sweets,190,Noida,"Address 1586, Noida","Locality 36, Noida","Locality 36, Noida, India",75.079421,16.979314,Desserts,1271,Indian Rupees(Rs.),No,Yes,No,No,4,2.7,Red,Average,665,India
6301588,Natural Ice Cream,122,Noida,"Address 1587, Noida","Locality 37, Noida","Locality 37, Noida, India",66.605322,24.293251,Chinese,2990,Indian Rupees(Rs.),No,No,No,No,3,1.3,White,Poor,847,India
6301589,Barbeque Nation,46,Faridabad,"Address 1588, Faridabad","Locality 38, Faridabad","Locality 38, Faridabad, India",68.662115,9.979829,"North Indian, French",1328,Indian Rupees(Rs.),No,No,Yes,No,2,1.9,White,Poor,755,India
6301590,Amul,64,Noida,"Address 1589, Noida","Locality 39, Noida","Locality 39, Noida, India",63.193886,20.524057,Italian,1564,Indian Rupees(Rs.),No,No,No,No,4,4.5,Dark Green,Excellent,84,India
6301591,Barbeque Nation,130,Gurgaon,"Address 1590, Gurgaon","Locality 40, Gurgaon","Locality 40, Gurgaon, India",89.147111,20.898763,Bengali,1905,Indian Rupees(Rs.),No,No,No,No,1,2.3,White,Poor,337,India
6301592,Mainland China,54,Gurgaon,"Address 1591, Gurgaon","Locality 41, Gurgaon","Locality 41, Gurgaon, India",65.507947,8.30776,"Italian, Rajasthani, Street Food",2531,Indian Rupees(Rs.),Yes,Yes,No,No,1,4.4,Green,Very Good,55,India
6301593,Indian Accent,107,New Delhi,"Address 1592, New Delhi","Locality 42, New Delhi","Locality 42, New Delhi, India",77.642266,28.985587,Gujarati,2705,Indian Rupees(Rs.),No,Yes,No,No,3,1.7,White,Poor,321,India
6301594,Giani's,193,Gurgaon,"Address 1593, Gurgaon","Locality 43, Gurgaon","Locality 43, Gurgaon, India",67.93637,25.265803,"Mediterranean, Fast Food, Desserts",846,Indian Rupees(Rs.),No,No,Yes,No,1,2.9,Red,Average,93,India
6301595,Taco Bell,51,Gurgaon,"Address 1594, Gurgaon","Locality 44, Gurgaon","Locality 44, Gurgaon, India",80.64736,30.480419,"Mexican, Rajasthani",287,Indian Rupees(Rs.),No,No,No,No,2,4.5,Dark Green,Excellent,108,India
6301596,Mother Dairy,181,Ghaziabad,"Address 1595, Ghaziabad","Locality 45, Ghaziabad","Locality 45, Ghaziabad, India",75.78383,25.453185,Mexican,315,Indian Rupees(Rs.),No,No,No,No,2,1.2,White,Poor,851,India
6301597,The Great Kebab Factory,36,New Delhi,"Address 1596, New Delhi","Locality 46, New Delhi","Locality 46, New Delhi, India",76.81279,28.493086,North Indian,984,Indian Rupees(Rs.),No,No,No,No,4,2.2,White,Poor,350,India
6301598,Pind Balluchi,115,Gurgaon,"Address 1597, Gurgaon","Locality 47, Gurgaon","Locality 47, Gurgaon, India",78.34922,10.635775,"Bakery, Fast Food",1977,Indian Rupees(Rs.),No,No,No,No,4,4.6,Dark Green,Excellent,409,India
6301599,Taco Bell,26,Noida,"Address 1598, Noida","Locality 48, Noida","Locality 48, Noida, India",87.557941,34.228921,"American, North Indian, Gujarati",1345,Indian Rupees(Rs.),No,No,No,No,4,3.4,Red,Average,732,India
6301600,Cafe Coffee Day,29,New Delhi,"Address 1599, New Delhi","Locality 49, New Delhi","Locality 49, New Delhi, India",77.303714,28.571947,"South Indian, Italian",2948,Indian Rupees(Rs.),No,No,No,Yes,3,3.9,Orange,Good,549,India
6301601,Baskin Robbins,149,Faridabad,"Address 1600, Faridabad","Locality 0, Faridabad","Locality 0, Faridabad, India",65.903851,9.504568,Punjabi,2125,Indian Rupees(Rs.),No,No,No,Yes,3,4.4,Green,Very Good,746,India
6301602,Karim's,11,Ghaziabad,"Address 1601, Ghaziabad","Locality 1, Ghaziabad","Locality 1, Ghaziabad, India",72.081232,19.244884,"Mughlai, Mexican, Gujarati",1024,Indian Rupees(Rs.),Yes,No,No,No,2,3.1,Red,Average,634,India
6301603,Sagar Ratna,40,New Delhi,"Address 1602, New Delhi","Locality 2, New Delhi","Locality 2, New Delhi, India",77.318219,28.565309,"Japanese, Chinese",691,Indian Rupees(Rs.),Yes,No,Yes,No,2,4.4,Green,Very Good,587,India
6301604,Starbucks,11,New Delhi,"Address 1603, New Delhi","Locality 3, New Delhi","Locality 3, New Delhi, India",76.962025,28.427236,Street Food,500,Indian Rupees(Rs.),No,No,No,No,3,3.6,Orange,Good,208,India
6301605,Embassy Restaurant,164,Faridabad,"Address 1604, Faridabad","Locality 4, Faridabad","Locality 4, Faridabad, India",85.997568,20.830668,"Beverages, Italian, North Indian",1334,Indian Rupees(Rs.),No,No,Yes,No,4,3.7,Orange,Good,850,India
6301606,Burger King,113,Faridabad,"Address 1605, Faridabad","Locality 5, Faridabad","Locality 5, Faridabad, India",85.502605,28.225421,"French, Italian",2858,Indian Rupees(Rs.),No,Yes,No,No,3,1.6,White,Poor,489,India
6301607,Cafe Coffee Day,187,Ghaziabad,"Address 1606, Ghaziabad","Locality 6, Ghaziabad","Locality 6, Ghaziabad, India",81.256416,31.765884,"Gujarati, Continental",921,Indian Rupees(Rs.),Yes,No,No,Yes,4,4.8,Dark Green,Excellent,822,India
